Time,Zeroed,Temp1,Temp2
730.2,-0.35,6,12
730.4,-0.35,8,4
730.6,-0.3,1,6
730.8,-0.4,2,14
731,-0.15,3,11
731.2,-0.4,9,9
731.4,-0.35,7,8
731.6,-0.2,8,7
731.8,-0.25,9,10
732,-0.4,8,10
732.2,-0.15,9,9
732.4,-0.35,0,14
732.6,-0.1,0,5
732.8,-0.3,10,10
733,-0.2,5,6
733.2,-0.25,4,7
733.4,-0.25,3,13
733.6,-0.4,10,14
733.8,-0.35,9,13
734,-0.35,4,12
734.2,-0.5,1,15
734.4,-0.25,9,12
734.6,-0.25,9,3
734.8,-0.4,9,14
735,-0.65,8,4
735.2,-0.3,10,13
735.4,-0.25,2,3
735.6,-0.35,8,9
735.8,-0.25,0,4
736,-0.3,10,12
736.2,-0.25,4,7
736.4,-0.15,1,10
736.6,-0.15,2,15
736.8,-0.45,0,11
737,-0.4,0,4
737.2,-0.15,0,9
737.4,-0.45,8,7
737.6,-0.25,0,5
737.8,0,5,11
738,-0.35,0,10
738.2,-0.4,8,7
738.4,-0.4,9,10
738.6,-0.45,9,9
738.8,-0.4,8,10
739,-0.3,3,13
739.2,-0.4,7,12
739.4,-0.2,3,5
739.6,0.05,2,12
739.8,-0.25,6,4
740,-0.25,6,14
740.2,-0.35,5,7
740.4,-0.2,0,14
740.6,-0.25,4,8
740.8,-0.45,3,7
741,-0.35,0,14
741.2,-0.25,7,12
741.4,-0.3,3,13
741.6,-0.4,8,10
741.8,-0.15,9,14
742,-0.25,0,13
742.2,-0.25,9,11
742.4,-0.3,5,6
742.6,-0.35,8,8
742.8,-0.35,10,8
743,-0.15,0,15
743.2,-0.1,5,11
743.4,-0.2,10,13
743.6,-0.25,6,3
743.8,-0.4,3,13
744,-0.35,1,4
744.2,-0.25,5,12
744.4,-0.25,10,6
744.6,-0.3,2,5
744.8,-0.1,0,13
745,-0.3,5,9
745.2,-0.4,9,4
745.4,-0.1,2,10
745.6,-0.5,7,7
745.8,-0.3,8,13
746,-0.3,7,8
746.2,-0.2,5,12
746.4,-0.35,10,8
746.6,-0.25,8,7
746.8,-0.2,2,13
747,-0.1,7,8
747.2,-0.1,6,15
747.4,-0.4,9,9
747.6,-0.45,9,8
747.8,-0.2,4,8
748,-0.45,3,4
748.2,-0.4,0,3
748.4,-0.25,7,15
748.6,-0.25,5,9
748.8,-0.3,5,15
749,-0.05,7,8
749.2,-0.25,8,12
749.4,-0.1,9,8
749.6,-0.35,8,7
749.8,-0.3,9,12
750,-0.15,3,6
750.2,-0.25,5,9
750.4,-0.1,2,13
750.6,-0.3,7,8
750.8,-0.3,7,15
751,-0.2,9,12
751.2,-0.55,1,7
751.4,-0.25,3,15
751.6,-0.15,1,7
751.8,-0.2,7,8
752,-0.2,1,11
752.2,-0.5,5,15
752.4,-0.15,1,9
752.6,-0.45,0,5
752.8,-0.15,5,10
753,-0.2,5,9
753.2,-0.25,3,4
753.4,-0.35,9,7
753.6,-0.2,2,8
753.8,-0.35,5,10
754,-0.25,9,3
754.2,-0.25,1,14
754.4,-0.45,9,10
754.6,-0.35,10,5
754.8,-0.1,2,8
755,-0.15,1,11
755.2,-0.3,8,11
755.4,-0.3,7,15
755.6,-0.25,3,10
755.8,-0.3,9,12
756,-0.2,3,6
756.2,-0.4,2,12
756.4,-0.15,4,13
756.6,-0.15,7,6
756.8,-0.4,8,4
757,-0.2,2,6
757.2,-0.2,2,4
757.4,-0.25,9,10
757.6,-0.35,0,9
757.8,-0.35,0,5
758,-0.05,7,7
758.2,-0.4,0,7
758.4,-0.45,10,9
758.6,-0.45,9,11
758.8,-0.35,0,11
759,-0.05,2,12
759.2,-0.25,5,14
759.4,-0.2,9,9
759.6,-0.25,0,3
759.8,-0.1,5,10
760,-0.35,9,7
760.2,-0.15,7,5
760.4,0.1,7,13
760.6,-0.25,10,9
760.8,-0.45,1,4
761,-0.25,1,12
761.2,-0.1,1,7
761.4,-0.1,4,15
761.6,-0.3,10,14
761.8,-0.3,7,10
762,-0.4,0,11
762.2,-0.35,8,8
762.4,-0.25,6,14
762.6,-0.1,3,13
762.8,-0.5,2,8
763,-0.3,2,4
763.2,-0.3,7,14
763.4,-0.2,6,15
763.6,-0.55,3,8
763.8,-0.3,9,12
764,-0.2,10,11
764.2,-0.3,0,7
764.4,-0.15,3,6
764.6,-0.4,6,3
764.8,-0.45,2,8
765,-0.25,6,10
765.2,-0.15,10,5
765.4,-0.2,4,12
765.6,-0.4,10,13
765.8,-0.35,2,13
766,-0.3,5,7
766.2,-0.25,3,14
766.4,-0.25,5,10
766.6,-0.25,2,8
766.8,-0.2,3,4
767,-0.4,2,3
767.2,-0.35,1,9
767.4,-0.3,3,7
767.6,-0.35,8,5
767.8,-0.4,6,11
768,-0.3,5,3
768.2,-0.35,10,5
768.4,-0.3,9,6
768.6,-0.2,1,6
768.8,-0.1,7,12
769,-0.4,4,6
769.2,-0.3,5,4
769.4,-0.2,0,6
769.6,-0.2,0,14
769.8,-0.15,4,13
770,-0.25,2,7
770.2,-0.3,10,6
770.4,0,4,13
770.6,-0.25,10,8
770.8,-0.1,3,7
771,-0.2,8,9
771.2,-0.25,6,14
771.4,-0.35,2,4
771.6,-0.15,4,10
771.8,-0.15,2,8
772,-0.2,6,6
772.2,-0.2,6,10
772.4,-0.35,4,8
772.6,-0.25,7,13
772.8,-0.3,10,13
773,-0.3,8,11
773.2,-0.55,6,13
773.4,-0.5,3,9
773.6,-0.3,6,8
773.8,-0.2,7,6
774,-0.25,8,8
774.2,-0.3,0,14
774.4,-0.4,8,11
774.6,-0.3,8,7
774.8,-0.3,9,14
775,-0.35,1,10
775.2,-0.4,7,14
775.4,-0.25,6,15
775.6,-0.35,1,3
775.8,-0.4,10,12
776,-0.2,4,15
776.2,-0.25,3,14
776.4,-0.3,8,6
776.6,-0.2,10,8
776.8,-0.35,6,14
777,-0.3,7,14
777.2,-0.15,10,11
777.4,-0.25,4,5
777.6,-0.2,3,11
777.8,-0.2,0,5
778,-0.3,3,4
778.2,-0.15,5,13
778.4,-0.25,7,7
778.6,-0.3,2,8
778.8,-0.15,9,6
779,-0.55,0,6
779.2,-0.05,9,15
779.4,-0.35,0,9
779.6,-0.15,4,14
779.8,-0.1,6,13
780,-0.4,9,15
780.2,-0.1,5,5
780.4,-0.5,4,12
780.6,-0.35,10,4
780.8,-0.3,10,6
781,-0.2,3,15
781.2,-0.2,3,3
781.4,-0.25,9,8
781.6,-0.3,8,7
781.8,-0.25,0,11
782,-0.25,8,8
782.2,-0.3,5,11
782.4,-0.15,1,11
782.6,-0.25,3,10
782.8,-0.2,10,11
783,-0.2,7,8
783.2,-0.25,5,8
783.4,-0.1,4,12
783.6,-0.3,0,15
783.8,-0.35,4,6
784,-0.45,1,11
784.2,-0.05,1,8
784.4,-0.35,0,3
784.6,-0.2,4,6
784.8,-0.2,9,4
785,-0.5,4,9
785.2,0,9,12
785.4,-0.25,10,6
785.6,-0.25,3,12
785.8,-0.15,1,4
786,-0.2,4,9
786.2,-0.3,6,9
786.4,-0.35,1,9
786.6,-0.4,10,7
786.8,-0.15,8,6
787,-0.4,1,9
787.2,-0.15,10,5
787.4,-0.25,0,13
787.6,-0.15,7,6
787.8,-0.3,0,10
788,-0.15,8,6
788.2,-0.05,9,5
788.4,-0.25,7,4
788.6,-0.2,3,11
788.8,-0.4,1,8
789,-0.25,4,9
789.2,-0.45,5,3
789.4,-0.3,6,7
789.6,-0.2,6,9
789.8,-0.25,7,3
790,-0.3,8,10
790.2,-0.3,1,13
790.4,-0.1,8,8
790.6,-0.05,5,12
790.8,-0.3,8,6
791,-0.2,4,8
791.2,-0.1,3,12
791.4,-0.4,0,13
791.6,-0.35,4,7
791.8,-0.25,4,11
792,-0.3,4,5
792.2,-0.3,6,10
792.4,0,7,9
792.6,-0.25,10,11
792.8,-0.4,8,8
793,-0.25,4,10
793.2,-0.4,9,5
793.4,-0.05,1,7
793.6,-0.3,0,9
793.8,-0.3,8,15
794,-0.25,3,15
794.2,-0.3,9,5
794.4,-0.2,9,13
794.6,-0.35,5,8
794.8,-0.25,9,11
795,-0.15,1,10
795.2,-0.3,7,9
795.4,-0.05,9,8
795.6,-0.25,7,6
795.8,-0.1,2,14
796,-0.05,1,12
796.2,-0.35,3,15
796.4,-0.35,7,4
796.6,-0.2,4,12
796.8,-0.1,1,8
797,-0.25,1,12
797.2,-0.4,6,11
797.4,-0.35,10,8
797.6,-0.25,10,12
797.8,-0.2,3,3
798,0,10,10
798.2,-0.15,6,15
798.4,-0.2,9,13
798.6,-0.2,4,12
798.8,-0.4,5,13
799,-0.1,1,6
799.2,-0.25,4,11
799.4,-0.15,1,10
799.6,-0.05,9,7
799.8,-0.35,6,10
800,-0.2,5,7
800.2,-0.15,9,14
800.4,-0.35,2,6
800.6,-0.3,10,9
800.8,-0.25,0,15
801,-0.3,6,10
801.2,-0.3,1,15
801.4,-0.3,2,6
801.6,-0.4,1,6
801.8,-0.1,9,13
802,-0.2,9,14
802.2,-0.45,2,13
802.4,-0.2,9,11
802.6,-0.25,3,7
802.8,-0.05,4,14
803,-0.15,7,11
803.2,-0.2,3,9
803.4,-0.4,0,8
803.6,-0.2,9,11
803.8,52.05,2,14
804,27.25,8,15
804.2,16.5,4,6
804.4,9.95,9,13
804.6,23.85,6,11
804.8,99.35,9,13
805,146.152,7,3
805.2,154.6,4,8
805.4,157.6,2,12
805.6,157.948,6,3
805.8,158.2,1,3
806,156.2,0,3
806.2,158.6,2,12
806.4,160.4,4,10
806.6,156.552,2,4
806.8,159.6,4,12
807,158.248,6,11
807.2,163.1,7,13
807.4,165.2,7,6
807.6,160.4,4,12
807.8,157.252,3,9
808,159.652,9,6
808.2,167.148,0,3
808.4,166.852,3,10
808.6,162.952,6,4
808.8,160.4,3,12
809,159.7,6,10
809.2,163.352,7,12
809.4,160.348,8,13
809.6,158.952,3,10
809.8,159.3,10,14
810,160.2,1,10
810.2,167.352,2,3
810.4,163.6,10,5
810.6,158.248,6,9
810.8,157.352,5,14
811,174.9,7,14
811.2,162.248,4,9
811.4,159.8,3,14
811.6,161.6,7,10
811.8,166.648,3,4
812,163.4,1,9
812.2,164.8,1,5
812.4,168.7,7,12
812.6,162.052,7,11
812.8,163.548,1,13
813,158.748,9,4
813.2,166.2,7,11
813.4,155.6,2,4
813.6,166.6,3,5
813.8,164,8,4
814,161.1,4,8
814.2,170.552,6,5
814.4,160.4,7,11
814.6,165.548,0,10
814.8,167.548,0,11
815,162.852,0,5
815.2,165.352,10,4
815.4,166.052,6,12
815.6,162.7,5,4
815.8,162,1,15
816,166.3,2,7
816.2,163.8,5,11
816.4,154.452,7,9
816.6,158.1,7,5
816.8,162.648,9,11
817,161.1,8,14
817.2,159.148,4,3
817.4,161.548,9,14
817.6,161.1,2,10
817.8,159.7,0,5
818,164.052,7,8
818.2,162.248,8,12
818.4,164.9,0,5
818.6,160.9,7,7
818.8,164.6,10,11
819,167.548,2,15
819.2,158.552,10,10
819.4,157.948,5,15
819.6,158.2,9,12
819.8,159.3,5,15
820,160.248,4,6
820.2,163.5,1,11
820.4,159.652,0,13
820.6,160.452,8,13
820.8,166.952,6,7
821,165.252,1,6
821.2,168.2,5,5
821.4,168.6,10,8
821.6,161.6,9,5
821.8,169.148,5,3
822,163.948,9,8
822.2,160.3,7,14
822.4,160.152,10,4
822.6,162.748,0,11
822.8,164.852,5,7
823,162.3,4,12
823.2,163.2,6,12
823.4,162.648,2,10
823.6,168.052,8,7
823.8,162.748,7,9
824,160.3,6,7
824.2,165.1,3,6
824.4,113.05,5,8
824.6,54.55,2,3
824.8,31.55,3,9
825,19.5,1,3
825.2,12.1,7,9
825.4,6.6,8,11
825.6,4.3,7,7
825.8,2.95,9,8
826,2.35,9,14
826.2,1.55,6,6
826.4,0.85,6,4
826.6,0.55,4,3
826.8,0.45,2,12
827,0.6,10,10
827.2,0.1,7,11
827.4,-0.05,1,4
827.6,-0.35,3,13
827.8,-0.2,10,12
828,-0.05,5,10
828.2,0.25,5,9
828.4,0.15,4,12
828.6,0.1,0,14
828.8,0.15,8,8
829,0.25,10,14
829.2,0.05,8,8
829.4,0.15,1,7
829.6,0.25,2,11
829.8,0.15,6,5
830,0.15,3,11
830.2,-0.4,3,4
830.4,-0.3,6,14
830.6,-0.35,7,15
830.8,0,4,8
831,0.05,6,12
831.2,-0.35,9,3
831.4,0.05,1,8
831.6,-0.25,1,7
831.8,-0.25,6,11
832,-0.45,5,8
832.2,-0.5,3,13
832.4,-0.5,8,4
832.6,-0.15,2,9
832.8,-0.1,1,4
833,-0.1,3,9
833.2,-0.05,8,7
833.4,0,7,11
833.6,-0.1,3,13
833.8,0.2,10,7
834,-0.3,4,10
834.2,-0.05,0,12
834.4,-0.55,4,10
834.6,-0.45,2,4
834.8,-0.5,7,9
835,-0.05,4,11
835.2,27.85,4,12
835.4,136.248,7,3
835.6,171.4,4,11
835.8,168.6,4,15
836,152.8,7,3
836.2,158.052,9,11
836.4,157.7,10,9
836.6,155.048,10,7
836.8,156.248,6,11
837,157.9,6,12
837.2,161.752,9,3
837.4,163.1,4,7
837.6,161.848,1,7
837.8,165,0,11
838,163,3,3
838.2,160.4,1,11
838.4,159.8,4,8
838.6,157.548,10,14
838.8,172.5,3,15
839,159.2,7,10
839.2,95.05,6,10
839.4,38.55,4,8
839.6,18.6,9,9
839.8,9.2,3,4
840,4.75,10,12
840.2,2.7,3,10
840.4,2.05,2,10
840.6,1.35,10,15
840.8,0.8,2,5
841,0.7,6,3
841.2,54.4,6,3
841.4,7.5,1,13
841.6,1.85,6,3
841.8,0.55,6,13
842,0.25,3,12
842.2,-0.1,5,6
842.4,-0.1,10,11
842.6,-0.35,6,10
842.8,-0.4,5,12
843,-0.1,4,12
843.2,-0.25,5,5
843.4,-0.3,10,8
843.6,-0.3,6,14
843.8,-0.45,3,4
844,-0.4,0,4
844.2,-0.3,1,14
844.4,-0.35,9,11
844.6,-0.4,9,10
844.8,-0.5,1,7
845,-0.1,9,8
845.2,-0.55,0,10
845.4,-0.4,9,11
845.6,-0.4,9,15
845.8,-0.4,4,12
846,-0.25,1,7
846.2,-0.4,0,3
846.4,-0.45,8,15
846.6,-0.3,10,13
846.8,-0.3,2,11
847,-0.4,0,3
847.2,-0.4,10,5
847.4,-0.35,8,3
847.6,-0.4,2,3
847.8,-0.35,2,15
848,-0.25,9,4
848.2,-0.25,6,5
848.4,-0.55,5,6
848.6,-0.4,3,3
848.8,-0.3,2,8
849,-0.4,9,4
849.2,-0.3,3,7
849.4,-0.4,1,4
849.6,-0.3,3,11
849.8,-0.45,4,12
850,-0.65,2,12
850.2,-0.25,0,6
850.4,-0.35,4,9
850.6,-0.35,10,4
850.8,-0.55,0,3
851,-0.4,7,8
851.2,-0.25,1,14
851.4,-0.25,8,10
851.6,-0.2,7,9
851.8,-0.4,6,12
852,-0.35,6,12
852.2,-0.35,9,6
852.4,-0.35,9,9
852.6,-0.1,5,11
852.8,-0.5,10,5
853,-0.3,8,3
853.2,-0.35,0,14
853.4,-0.25,8,12
853.6,-0.45,3,5
853.8,-0.5,9,11
854,-0.5,0,11
854.2,-0.2,2,14
854.4,-0.4,9,12
854.6,-0.35,6,8
854.8,-0.2,1,13
855,-0.25,0,9
855.2,-0.4,1,12
855.4,-0.3,3,5
855.6,-0.3,2,13
855.8,-0.25,10,7
856,-0.15,9,14
856.2,-0.4,3,13
856.4,-0.2,2,8
856.6,-0.25,5,4
856.8,-0.55,4,3
857,-0.15,9,12
857.2,-0.3,6,5
857.4,-0.5,3,12
857.6,-0.15,6,10
857.8,-0.45,10,12
858,-0.35,10,5
858.2,-0.4,9,3
858.4,-0.4,6,11
858.6,-0.25,4,11
858.8,-0.35,7,14
859,-0.15,3,8
859.2,0,8,15
859.4,-0.15,5,13
859.6,-0.55,0,9
859.8,-0.2,2,8
860,-0.4,10,8
860.2,-0.5,2,9
860.4,-0.45,1,5
860.6,-0.4,9,13
860.8,-0.15,2,11
861,-0.15,7,15
861.2,-0.35,6,5
861.4,-0.35,0,5
861.6,-0.5,5,6
861.8,-0.15,10,7
862,-0.4,9,11
862.2,-0.35,4,15
862.4,0,9,13
862.6,-0.25,10,12
862.8,-0.25,6,5
863,-0.35,9,10
863.2,-0.45,4,12
863.4,-0.3,0,5
863.6,-0.55,0,14
863.8,-0.35,7,9
864,-0.3,3,13
864.2,-0.35,0,5
864.4,-0.4,10,3
864.6,-0.35,8,6
864.8,-0.25,1,12
865,-0.35,8,8
865.2,-0.3,8,11
865.4,-0.3,1,10
865.6,-0.2,7,4
865.8,-0.15,8,8
866,-0.35,7,6
866.2,-0.3,7,3
866.4,-0.45,0,10
866.6,-0.35,3,13
866.8,-0.55,5,5
867,-0.35,7,12
867.2,-0.4,3,8
867.4,-0.25,6,15
867.6,-0.2,8,6
867.8,-0.4,9,4
868,-0.35,7,5
868.2,-0.2,1,7
868.4,-0.25,9,13
868.6,-0.4,8,15
868.8,-0.3,9,14
869,-0.2,2,3
869.2,-0.2,8,7
869.4,-0.35,1,9
869.6,0,10,5
869.8,-0.45,9,14
870,-0.2,2,15
870.2,-0.25,9,8
870.4,-0.2,4,12
870.6,-0.15,2,10
870.8,-0.2,10,5
871,-0.2,10,10
871.2,-0.4,8,12
871.4,-0.35,5,12
871.6,-0.4,9,8
871.8,-0.45,5,6
872,-0.15,7,3
872.2,-0.35,5,3
872.4,-0.45,10,14
872.6,-0.1,5,6
872.8,-0.4,4,9
873,-0.2,9,12
873.2,-0.15,6,12
873.4,-0.45,6,4
873.6,-0.15,9,7
873.8,-0.55,1,10
874,-0.3,0,11
874.2,-0.5,8,11
874.4,-0.25,2,14
874.6,-0.3,10,15
874.8,-0.55,1,5
875,-0.4,3,13
875.2,-0.35,9,8
875.4,-0.2,9,12
875.6,-0.4,4,3
875.8,-0.35,6,7
876,-0.45,4,5
876.2,-0.35,7,4
876.4,-0.15,1,9
876.6,-0.25,0,11
876.8,-0.25,5,9
877,-0.3,9,12
877.2,-0.25,9,7
877.4,-0.4,2,8
877.6,-0.35,6,5
877.8,-0.4,7,8
878,-0.45,2,15
878.2,-0.35,6,9
878.4,-0.2,4,4
878.6,-0.3,3,13
878.8,-0.2,8,4
879,-0.35,5,6
879.2,-0.25,2,11
879.4,-0.2,1,11
879.6,-0.15,7,15
879.8,0,5,14
880,-0.25,4,10
880.2,-0.2,4,7
880.4,-0.2,7,3
880.6,-0.4,9,6
880.8,-0.25,5,14
881,-0.3,7,6
881.2,-0.1,4,11
881.4,-0.4,7,5
881.6,-0.25,6,9
881.8,-0.2,4,14
882,-0.45,2,8
882.2,-0.1,3,6
882.4,-0.3,6,5
882.6,-0.25,0,11
882.8,-0.35,2,14
883,-0.5,3,14
883.2,-0.05,2,10
883.4,-0.25,10,9
883.6,-0.05,10,9
883.8,-0.35,7,15
884,-0.2,0,12
884.2,-0.15,8,8
884.4,-0.45,4,7
884.6,0,5,11
884.8,-0.5,6,13
885,-0.3,8,15
885.2,-0.4,3,8
885.4,-0.2,6,14
885.6,-0.3,8,13
885.8,0,2,6
886,-0.2,4,7
886.2,-0.2,1,5
886.4,-0.15,10,13
886.6,-0.3,3,11
886.8,-0.45,3,11
887,-0.3,5,6
887.2,-0.3,8,7
887.4,-0.35,1,13
887.6,-0.3,10,8
887.8,-0.4,4,11
888,-0.4,5,14
888.2,-0.15,1,8
888.4,-0.2,3,9
888.6,-0.35,9,13
888.8,-0.35,0,3
889,-0.2,6,8
889.2,-0.3,6,11
889.4,-0.3,9,11
889.6,0,0,10
889.8,-0.3,1,11
890,-0.1,6,13
890.2,-0.15,3,11
890.4,-0.1,1,13
890.6,-0.4,6,4
890.8,-0.25,0,7
891,-0.35,4,14
891.2,0,10,10
891.4,-0.4,5,15
891.6,-0.2,6,8
891.8,-0.25,1,15
892,-0.05,5,14
892.2,-0.15,9,4
892.4,-0.25,9,8
892.6,-0.45,8,4
892.8,-0.2,0,12
893,-0.4,2,10
893.2,-0.65,5,8
893.4,-0.25,3,3
893.6,-0.3,7,15
893.8,-0.3,7,7
894,-0.25,1,13
894.2,-0.25,5,13
894.4,-0.2,1,11
894.6,-0.15,5,6
894.8,-0.15,9,14
895,-0.2,5,8
895.2,-0.2,6,12
895.4,0,10,5
895.6,-0.35,9,8
895.8,-0.15,5,5
896,0,3,10
896.2,-0.35,10,5
896.4,-0.2,8,4
896.6,-0.25,2,13
896.8,-0.15,10,3
897,-0.3,1,13
897.2,-0.25,2,3
897.4,-0.05,10,12
897.6,-0.2,10,8
897.8,-0.05,9,14
898,-0.4,0,14
898.2,-0.25,9,14
898.4,-0.3,2,6
898.6,-0.3,5,14
898.8,-0.3,5,12
899,-0.15,2,7
899.2,-0.35,5,3
899.4,-0.2,1,12
899.6,-0.35,1,8
899.8,-0.25,2,15
900,-0.35,2,9
900.2,-0.15,8,3
900.4,-0.2,5,12
900.6,-0.45,1,7
900.8,-0.05,9,12
901,-0.15,8,11
901.2,-0.05,4,4
901.4,-0.2,8,6
901.6,-0.4,7,11
901.8,-0.25,5,12
902,-0.4,7,15
902.2,-0.2,1,5
902.4,-0.3,7,7
902.6,-0.3,2,6
902.8,-0.2,2,14
903,-0.55,10,4
903.2,-0.35,8,3
903.4,-0.25,8,11
903.6,-0.15,10,11
903.8,-0.2,5,10
904,-0.25,5,12
904.2,-0.1,2,3
904.4,-0.3,5,9
904.6,-0.3,1,9
904.8,-0.4,0,8
905,-0.05,10,15
905.2,-0.35,9,14
905.4,-0.15,3,15
905.6,-0.2,6,10
905.8,-0.35,4,10
906,-0.25,10,14
906.2,-0.2,3,8
906.4,-0.25,2,7
906.6,-0.45,10,7
906.8,-0.05,7,13
907,-0.25,3,11
907.2,-0.35,9,10
907.4,-0.3,1,8
907.6,-0.1,1,3
907.8,-0.25,3,14
908,-0.3,10,7
908.2,-0.2,1,3
908.4,-0.4,6,4
908.6,-0.25,1,7
908.8,-0.35,7,14
909,-0.15,10,9
909.2,-0.2,3,3
909.4,-0.45,3,3
909.6,-0.3,8,8
909.8,-0.4,1,11
910,-0.25,5,5
910.2,-0.25,1,13
910.4,-0.2,2,12
910.6,-0.35,8,5
910.8,-0.35,9,15
911,-0.25,3,11
911.2,-0.35,9,3
911.4,-0.35,0,7
911.6,-0.1,0,9
911.8,-0.05,1,7
912,-0.25,8,11
912.2,-0.2,10,3
912.4,-0.15,8,4
912.6,-0.2,2,8
912.8,-0.1,6,14
913,-0.25,3,12
913.2,-0.4,6,12
913.4,-0.35,2,7
913.6,-0.3,3,6
913.8,-0.15,10,7
914,-0.35,9,12
914.2,-0.45,1,12
914.4,-0.2,10,6
914.6,-0.1,4,10
914.8,-0.3,3,9
915,-0.25,2,5
915.2,-0.2,0,10
915.4,-0.35,2,15
915.6,-0.2,6,4
915.8,-0.35,9,8
916,-0.3,5,15
916.2,-0.25,7,6
916.4,-0.3,5,3
916.6,-0.3,10,8
916.8,-0.25,2,15
917,-0.25,6,13
917.2,-0.25,3,15
917.4,-0.35,4,7
917.6,-0.25,0,4
917.8,-0.15,5,14
918,-0.15,3,12
918.2,-0.05,5,4
918.4,-0.5,2,10
918.6,-0.05,6,9
918.8,-0.1,3,11
919,-0.1,2,11
919.2,-0.15,9,13
919.4,0.05,8,5
919.6,-0.15,5,11
919.8,-0.2,3,8
920,-0.2,7,8
920.2,-0.25,3,14
920.4,-0.35,9,8
920.6,-0.3,1,11
920.8,-0.25,8,7
921,0,7,7
921.2,-0.25,0,14
921.4,-0.1,1,7
921.6,-0.45,9,14
921.8,-0.1,5,11
922,-0.3,2,6
922.2,-0.45,8,5
922.4,-0.3,4,4
922.6,-0.25,3,5
922.8,-0.15,1,11
923,-0.1,8,13
923.2,-0.15,8,6
923.4,-0.2,1,12
923.6,-0.25,7,9
923.8,0,3,9
924,-0.25,7,10
924.2,-0.1,0,9
924.4,-0.25,10,11
924.6,-0.35,4,13
924.8,-0.25,0,14
925,-0.3,7,8
925.2,-0.35,2,10
925.4,-0.15,8,6
925.6,-0.35,9,4
925.8,-0.25,4,4
926,-0.35,9,7
926.2,-0.3,10,9
926.4,-0.25,2,9
926.6,-0.15,8,10
926.8,-0.25,1,13
927,-0.35,10,9
927.2,-0.25,6,4
927.4,-0.4,6,15
927.6,-0.25,1,4
927.8,-0.4,4,15
928,-0.35,0,9
928.2,-0.2,1,3
928.4,-0.2,6,3
928.6,-0.1,9,9
928.8,-0.35,2,4
929,-0.25,2,13
929.2,-0.35,4,12
929.4,-0.35,6,15
929.6,-0.3,8,4
929.8,-0.25,7,3
930,-0.2,10,10
930.2,-0.45,0,10
930.4,-0.25,8,9
930.6,-0.15,10,10
930.8,-0.45,5,11
931,-0.05,0,13
931.2,-0.25,2,9
931.4,-0.3,9,5
931.6,-0.3,8,11
931.8,-0.2,2,7
932,-0.1,0,4
932.2,-0.4,4,13
932.4,-0.3,4,15
932.6,-5.7,10,13
932.8,-1.9,8,4
933,-0.5,0,7
933.2,-0.35,0,9
933.4,3.75,7,13
933.6,41.3,1,6
933.8,48.4,8,12
934,49.2,6,14
934.2,52.15,4,5
934.4,53.6,0,10
934.6,58.2,9,10
934.8,59.4,5,10
935,64.301,5,9
935.2,63.05,1,13
935.4,60.101,0,12
935.6,60.4,0,9
935.8,60.65,2,9
936,60.45,2,11
936.2,57.25,4,5
936.4,58.8,8,5
936.6,59.6,6,8
936.8,59.35,6,6
937,59.15,4,14
937.2,58.15,3,14
937.4,42.05,7,4
937.6,29.75,4,11
937.8,23.1,4,3
938,15.65,6,14
938.2,14.5,2,6
938.4,10.7,4,8
938.6,7.45,6,13
938.8,4.95,2,5
939,2.9,3,5
939.2,2.6,9,6
939.4,2.4,8,3
939.6,2.2,8,6
939.8,2.9,8,6
940,2.3,10,10
940.2,2.25,2,13
940.4,0.75,4,8
940.6,0.8,7,9
940.8,0.65,8,6
941,0.3,8,6
941.2,0.4,1,10
941.4,0.3,3,8
941.6,0.55,5,15
941.8,0.15,1,11
942,0.25,8,13
942.2,0.5,4,8
942.4,0.25,7,13
942.6,0.4,7,11
942.8,0.4,0,14
943,0.3,8,9
943.2,0.1,1,6
943.4,0.45,7,12
943.6,0,7,15
943.8,0.25,4,6
944,0.15,10,13
944.2,0.1,1,10
944.4,0.1,5,6
944.6,0.2,10,5
944.8,0.05,8,6
945,0,2,3
945.2,0,5,13
945.4,-0.05,2,12
945.6,0,3,10
945.8,-0.1,1,12
946,0.35,1,12
946.2,0.2,0,15
946.4,0.2,8,14
946.6,0.2,2,12
946.8,0.05,0,12
947,0.15,4,14
947.2,0.05,6,8
947.4,0.25,6,5
947.6,0.3,6,12
947.8,-0.1,7,4
948,-0.2,5,7
948.2,-0.1,3,12
948.4,-0.1,9,6
948.6,-0.2,1,11
948.8,0.05,5,11
949,0,8,11
949.2,-0.2,8,14
949.4,-0.1,3,5
949.6,-0.25,0,4
949.8,0,4,13
950,-0.15,10,4
950.2,0.15,10,5
950.4,-0.15,7,8
950.6,0.05,4,5
950.8,-0.2,3,7
951,-0.05,0,6
951.2,-0.1,0,12
951.4,0.05,0,4
951.6,-0.2,4,8
951.8,-0.25,2,15
952,0,6,9
952.2,0,7,15
952.4,-0.15,5,9
952.6,0.05,1,4
952.8,-0.15,10,10
953,0.15,2,6
953.2,-0.05,7,5
953.4,0.1,1,13
953.6,0.05,9,6
953.8,0.1,10,5
954,0.05,3,4
954.2,-0.1,3,8
954.4,-0.45,9,10
954.6,-0.2,9,15
954.8,-0.5,8,10
955,-0.05,7,15
955.2,-0.1,0,5
955.4,-0.05,4,12
955.6,-0.1,8,12
955.8,-0.15,5,13
956,-0.3,0,7
956.2,-0.25,10,13
956.4,-0.1,6,9
956.6,-0.2,3,7
956.8,-0.3,3,8
957,0,0,13
957.2,-0.25,8,15
